175,بازرگانی فلزات غیر آهنی,شرکت خدمات بازرگانی معادن و فلزات غیر آهنی ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
176,بازرگانی کتاب گستر,بازرگانی کتاب گستر (سهامی خاص) ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1459,کمیتا,چینی بهداشتی آرمیتاژ ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
178,بازرگانی نیکان,بازرگانی پدیده نیکان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
179,بازنشستگی جسورانه,صندوق سرمایه گذاری جسورانه فناوری بازنشستگی ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.icpfvc.ir
180,بالاس,مهندسی ساختمان و تأسیسات راه آهن ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,پیمانکاری صنعتی,www.ballast.ir
181,بالبر,کابل البرز ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ماشین آلات و دستگاه‌های برقی,www.alborzcable.ir
182,بانسار,سرمایه گذاری و صنعتی خوانسار ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
183,بانک کشاورزی سهام,صندوق سرمایه گذاری باران کارگزاری بانک کشاورزی(مشترک) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
184,بانک مسکن سهام,صندوق سرمایه گذاری مشترک بانک مسکن ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.fund.maskanbourse.com
185,بایکا,کارخانجات کابل سازی ایران ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,ماشین آلات و دستگاه‌های برقی,www.irancable.com
186,بپاس,بیمه پاسارگاد ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,بیمه وصندوق بازنشستگی به جز تامین اجتماعی,www.pasargadinsurance.ir
187,بپخش,گسترش بازرگانی داروپخش ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
188,بپصبا,بازرگانی پیشکسوتان صبا ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
189,بپیوند,شرکت برق و انرژی پیوند گسترپارس ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,عرضه برق، گاز، بخار و آب گرم,www.sabapeg.ir
190,بتپی ریز,بازرگانی ترازان پی ریز ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
191,بترانس,ایران ترانسفو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ماشین آلات و دستگاه‌های برقی,www.iran-transfo.com
192,بتک,کارخانجات کابل سازی تک ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,ماشین آلات و دستگاه‌های برقی,www.takcable.com
193,بتن خلخال,یونگل بتن یاقوت خلخال ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
194,بتون همدانیان,توسعه ساختمان و بتون همدانیان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
195,بجهرم,توسعه مولد نیروگاهی جهرم ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,عرضه برق، گاز، بخار و آب گرم,www.jahrompower.com/
196,بخاور,بیمه زندگی خاورمیانه ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,-,WWW.MELICO.IR
197,بدکو,فروشگاه های زنجیره ای دیاکو ایرانیان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,تجارت عمده و خرده فروشی وسائط نقلیه موتور,-
198,بذر سهام,صندوق سرمایه گذاری بذر امید آفرین ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.omidib.com/
199,برانس,ایران ترانسفو ری ,سهامی عام بورسی ,ثبت نشده نزد سازمان,ماشین آلات و دستگاه‌های برقی,www.itr.ir
200,برانسفو,ترانسفورماتور توزیع زنگان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,ماشین آلات و دستگاه‌های برقی,-
201,برج میلاد تهران,برج میلاد تهران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
202,برکت,گروه دارویی برکت ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,مواد و محصولات دارویی,www.bpharmed.com
203,برکت نیکو,صندوق سرمایه گذاری نیکوکاری ایتام برکت ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,barakat.tadbirfunds.com
204,بزاگرس,تولید و مدیریت نیروگاه زاگرس کوثر ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,عرضه برق، گاز، بخار و آب گرم,www.zgpg.ir
205,بزرگ کاردان سهام,صندوق سرمایه گذاری سهام بزرگ کاردان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
206,بساک,بازرگانی و سرمایه گذاری اینده کیش(بساک) ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
207,بساما,بیمه سامان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,بیمه وصندوق بازنشستگی به جز تامین اجتماعی,-
208,بسته بندی پگاه,بسته بندی فرآورده های شیری پگاه ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,www.plastic.pegah.ir
209,بسویچ,پارس سویچ ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ماشین آلات و دستگاه‌های برقی,www.Parsswitch.com
210,بشهاب,لامپ پارس شهاب ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ماشین آلات و دستگاه‌های برقی,www.parsshahab.com
211,بشیر,تولید نیروی برق شیروان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
212,بصبا,تولید نیروی جنوب غرب صبا ,سهامی عام بورسی ,ثبت نشده نزد سازمان,عرضه برق، گاز، بخار و آب گرم,www.sabaswg.ir
213,بعایق,عایق های الکتریکی پارس ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,-,pei-co.com
214,بفارس,تولید نیروی برق خلیج فارس ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
215,بفجر,فجر انرژی خلیج فارس ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,عرضه برق، گاز، بخار و آب گرم,www.fepg.ir
216,بفروغ,افروغ ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
217,بکاب,صنایع جوشکاب یزد ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ماشین آلات و دستگاه‌های برقی,www.jooshkab.com
218,بکام,کارخانجات تولیدی شهید قندی (کابلهای مخابراتی شهید قندی) ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ماشین آلات و دستگاه‌های برقی,www.sgccir.com
219,بکرما,تولید نیروی برق کرمان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
220,بکهنوج,تولید برق ماه تاب کهنوج ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,عرضه برق، گاز، بخار و آب گرم,www.mah-taab.com
221,بگیلان,توسعه مسیر برق گیلان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,عرضه برق، گاز، بخار و آب گرم,-
222,بمپنا,تولید برق عسلویه مپنا ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,عرضه برق، گاز، بخار و آب گرم,www.amapna.ir
223,بموتو,موتوژن ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ماشین آلات و دستگاه‌های برقی,www.motogen.com
224,بمهراب,صنعتی مهرآباد ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
225,بمهر پارسیان,خدمات بیمه ای آرشیت مهر پارسیان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
226,بمیلا,توسعه بازرگانی آهن و فولاد میلاد ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,تجارت عمده فروشی به جز وسایل نقلیه موتور,www.msic.ir
227,بنجیل,تولید نیروی برق سبز منجیل ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
228,بنفت,کارگزاری بیمه صندوق های بازنشستگی پس انداز و رفاه کارکنان صنعت نفت ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
229,بنو,بیمه تجارت نو ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,بیمه وصندوق بازنشستگی به جز تامین اجتماعی,www.tejaratinsurance.com
230,بنیاد کودک,خیریه بنیاد کودک ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
231,بنیرو,نیرو ترانس ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ماشین آلات و دستگاه‌های برقی,WWW.NIROUTRANS.COM
232,بوتیا ماهان,آموزش خلبانی بوتیا ماهان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
233,بورس,بورس اوراق بهادار تهران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فعالیتهای کمکی به نهادهای مالی واسط,tse.ir
234,بورس بیمه سهام,صندوق سرمایه گذاری مشترک ارزش کاوان آینده ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
235,بورس بین المللی نفت,بورس بین المللی نفت ایران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
236,بورسیران سهام,صندوق سرمایه گذاری مشترک بورسیران ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.bifund.ir
